id,source,input,target,input_clean,target_clean,stripped_target,exact_after_cleaning,whitespace_difference,audit_reason,is_valid_pair,input_before_n_chars,input_before_n_nfd_codepoints,input_before_n_combining_in_raw,input_before_n_legacy_cedilla,input_before_n_nbsp,input_before_n_unusual_punct,input_before_is_nfc,input_before_is_nfd,target_before_n_chars,target_before_n_nfd_codepoints,target_before_n_combining_in_raw,target_before_n_legacy_cedilla,target_before_n_nbsp,target_before_n_unusual_punct,target_before_is_nfc,target_before_is_nfd,input_after_n_chars,input_after_n_nfd_codepoints,input_after_n_combining_in_raw,input_after_n_legacy_cedilla,input_after_n_nbsp,input_after_n_unusual_punct,input_after_is_nfc,input_after_is_nfd,target_after_n_chars,target_after_n_nfd_codepoints,target_after_n_combining_in_raw,target_after_n_legacy_cedilla,target_after_n_nbsp,target_after_n_unusual_punct,target_after_is_nfc,target_after_is_nfd,text_nodiac,text_diac,n_chars,n_words,n_diac_restored
189403,unknown_local_sample,Lupta darza.,Luptă dârză.,Lupta darza.,Luptă dârză.,Lupta darza.,True,False,length_outside_3_250_words,True,12,0,0,0,0,0,True,True,12,3,0,0,0,0,True,False,12,0,0,0,0,0,True,True,12,3,0,0,0,0,True,False,Lupta darza.,Luptă dârză.,12,2,3
192410,unknown_local_sample,Cursul BNR.,Cursul BNR.,Cursul BNR.,Cursul BNR.,Cursul BNR.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,Cursul BNR.,Cursul BNR.,11,2,0
315676,unknown_local_sample,Activitatea digestiva.,Activitatea digestivă.,Activitatea digestiva.,Activitatea digestivă.,Activitatea digestiva.,True,False,length_outside_3_250_words,True,22,0,0,0,0,0,True,True,22,1,0,0,0,0,True,False,22,0,0,0,0,0,True,True,22,1,0,0,0,0,True,False,Activitatea digestiva.,Activitatea digestivă.,22,2,1
292408,unknown_local_sample,Canalul Bega.,Canalul Bega.,Canalul Bega.,Canalul Bega.,Canalul Bega.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,Canalul Bega.,Canalul Bega.,13,2,0
277721,unknown_local_sample,Soba afuma.,Soba afumă.,Soba afuma.,Soba afumă.,Soba afuma.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,1,0,0,0,0,True,False,11,0,0,0,0,0,True,True,11,1,0,0,0,0,True,False,Soba afuma.,Soba afumă.,11,2,1
118679,unknown_local_sample,Fundoianu.,Fundoianu.,Fundoianu.,Fundoianu.,Fundoianu.,True,False,length_outside_3_250_words,True,10,0,0,0,0,0,True,True,10,0,0,0,0,0,True,True,10,0,0,0,0,0,True,True,10,0,0,0,0,0,True,True,Fundoianu.,Fundoianu.,10,1,0
323980,unknown_local_sample,Muschi faringal.,Mușchi faringal.,Muschi faringal.,Mușchi faringal.,Muschi faringal.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,1,0,0,0,0,True,False,16,0,0,0,0,0,True,True,16,1,0,0,0,0,True,False,Muschi faringal.,Mușchi faringal.,16,2,1
172880,unknown_local_sample,Cursul BNR.,Cursul BNR.,Cursul BNR.,Cursul BNR.,Cursul BNR.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,Cursul BNR.,Cursul BNR.,11,2,0
361577,unknown_local_sample,slavoslovind.,slavoslovind.,slavoslovind.,slavoslovind.,slavoslovind.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,slavoslovind.,slavoslovind.,13,1,0
309362,unknown_local_sample,Curatatul hainelor.,Curățatul hainelor.,Curatatul hainelor.,Curățatul hainelor.,Curatatul hainelor.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,Curatatul hainelor.,Curățatul hainelor.,19,2,2
112607,unknown_local_sample,lei capitalizare.,lei capitalizare.,lei capitalizare.,lei capitalizare.,lei capitalizare.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,lei capitalizare.,lei capitalizare.,17,2,0
267998,unknown_local_sample,Armasar naravas.,Armăsar nărăvaș.,Armasar naravas.,Armăsar nărăvaș.,Armasar naravas.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,4,0,0,0,0,True,False,16,0,0,0,0,0,True,True,16,4,0,0,0,0,True,False,Armasar naravas.,Armăsar nărăvaș.,16,2,4
216898,unknown_local_sample,Socoteala incarcata.,Socoteală încărcată.,Socoteala incarcata.,Socoteală încărcată.,Socoteala incarcata.,True,False,length_outside_3_250_words,True,20,0,0,0,0,0,True,True,20,4,0,0,0,0,True,False,20,0,0,0,0,0,True,True,20,4,0,0,0,0,True,False,Socoteala incarcata.,Socoteală încărcată.,20,2,4
188849,unknown_local_sample,Caramida arsa.,Cărămidă arsă.,Caramida arsa.,Cărămidă arsă.,Caramida arsa.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,4,0,0,0,0,True,False,14,0,0,0,0,0,True,True,14,4,0,0,0,0,True,False,Caramida arsa.,Cărămidă arsă.,14,2,4
392835,unknown_local_sample,Pelinu-i radacinos.,Pelinu-i rădăcinos.,Pelinu-i radacinos.,Pelinu-i rădăcinos.,Pelinu-i radacinos.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,2,0,0,0,0,True,False,Pelinu-i radacinos.,Pelinu-i rădăcinos.,19,2,2
253124,unknown_local_sample,Plan inclinat.,Plan înclinat.,Plan inclinat.,Plan înclinat.,Plan inclinat.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,Plan inclinat.,Plan înclinat.,14,2,1
284794,unknown_local_sample,Procura autentificata.,Procură autentificată.,Procura autentificata.,Procură autentificată.,Procura autentificata.,True,False,length_outside_3_250_words,True,22,0,0,0,0,0,True,True,22,2,0,0,0,0,True,False,22,0,0,0,0,0,True,True,22,2,0,0,0,0,True,False,Procura autentificata.,Procură autentificată.,22,2,2
188835,unknown_local_sample,Erezie ariana.,Erezie ariană.,Erezie ariana.,Erezie ariană.,Erezie ariana.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,Erezie ariana.,Erezie ariană.,14,2,1
108066,unknown_local_sample,Veneau noua.,Veneau nouă.,Veneau noua.,Veneau nouă.,Veneau noua.,True,False,length_outside_3_250_words,True,12,0,0,0,0,0,True,True,12,1,0,0,0,0,True,False,12,0,0,0,0,0,True,True,12,1,0,0,0,0,True,False,Veneau noua.,Veneau nouă.,12,2,1
311290,unknown_local_sample,Glume decoltate.,Glume decoltate.,Glume decoltate.,Glume decoltate.,Glume decoltate.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,Glume decoltate.,Glume decoltate.,16,2,0
247177,unknown_local_sample,Conditii inacceptabile.,Condiții inacceptabile.,Conditii inacceptabile.,Condiții inacceptabile.,Conditii inacceptabile.,True,False,length_outside_3_250_words,True,23,0,0,0,0,0,True,True,23,1,0,0,0,0,True,False,23,0,0,0,0,0,True,True,23,1,0,0,0,0,True,False,Conditii inacceptabile.,Condiții inacceptabile.,23,2,1
55316,unknown_local_sample,Campiile elizee.,Câmpiile elizee.,Campiile elizee.,Câmpiile elizee.,Campiile elizee.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,1,0,0,0,0,True,False,16,0,0,0,0,0,True,True,16,1,0,0,0,0,True,False,Campiile elizee.,Câmpiile elizee.,16,2,1
351477,unknown_local_sample,Inscriptie trilingva.,Inscripție trilingvă.,Inscriptie trilingva.,Inscripție trilingvă.,Inscriptie trilingva.,True,False,length_outside_3_250_words,True,21,0,0,0,0,0,True,True,21,2,0,0,0,0,True,False,21,0,0,0,0,0,True,True,21,2,0,0,0,0,True,False,Inscriptie trilingva.,Inscripție trilingvă.,21,2,2
88445,unknown_local_sample,Si romanii.,Și românii.,Si romanii.,Și românii.,Si romanii.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,2,0,0,0,0,True,False,11,0,0,0,0,0,True,True,11,2,0,0,0,0,True,False,Si romanii.,Și românii.,11,2,2
21169,unknown_local_sample,Foto: dravenstales.ch.,Foto: dravenstales.ch.,Foto: dravenstales.ch.,Foto: dravenstales.ch.,Foto: dravenstales.ch.,True,False,length_outside_3_250_words,True,22,0,0,0,0,0,True,True,22,0,0,0,0,0,True,True,22,0,0,0,0,0,True,True,22,0,0,0,0,0,True,True,Foto: dravenstales.ch.,Foto: dravenstales.ch.,22,2,0
73301,unknown_local_sample,Il urmarim.,Îl urmărim.,Il urmarim.,Îl urmărim.,Il urmarim.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,2,0,0,0,0,True,False,11,0,0,0,0,0,True,True,11,2,0,0,0,0,True,False,Il urmarim.,Îl urmărim.,11,2,2
189926,unknown_local_sample,Ele insele.,Ele însele.,Ele insele.,Ele însele.,Ele insele.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,1,0,0,0,0,True,False,11,0,0,0,0,0,True,True,11,1,0,0,0,0,True,False,Ele insele.,Ele însele.,11,2,1
279554,unknown_local_sample,Parchet alunecos.,Parchet alunecos.,Parchet alunecos.,Parchet alunecos.,Parchet alunecos.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,Parchet alunecos.,Parchet alunecos.,17,2,0
249373,unknown_local_sample,Dusman ireductibil.,Dușman ireductibil.,Dusman ireductibil.,Dușman ireductibil.,Dusman ireductibil.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,Dusman ireductibil.,Dușman ireductibil.,19,2,1
310851,unknown_local_sample,Neglijenta daunatoare.,Neglijență dăunătoare.,Neglijenta daunatoare.,Neglijență dăunătoare.,Neglijenta daunatoare.,True,False,length_outside_3_250_words,True,22,0,0,0,0,0,True,True,22,4,0,0,0,0,True,False,22,0,0,0,0,0,True,True,22,4,0,0,0,0,True,False,Neglijenta daunatoare.,Neglijență dăunătoare.,22,2,4
269678,unknown_local_sample,Rezultate nemultumitoare.,Rezultate nemulțumitoare.,Rezultate nemultumitoare.,Rezultate nemulțumitoare.,Rezultate nemultumitoare.,True,False,length_outside_3_250_words,True,25,0,0,0,0,0,True,True,25,1,0,0,0,0,True,False,25,0,0,0,0,0,True,True,25,1,0,0,0,0,True,False,Rezultate nemultumitoare.,Rezultate nemulțumitoare.,25,2,1
20519,unknown_local_sample,cit..,cit..,cit..,cit..,cit..,True,False,length_outside_3_250_words,True,5,0,0,0,0,0,True,True,5,0,0,0,0,0,True,True,5,0,0,0,0,0,True,True,5,0,0,0,0,0,True,True,cit..,cit..,5,1,0
381672,unknown_local_sample,Campie plata.,Câmpie plată.,Campie plata.,Câmpie plată.,Campie plata.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,2,0,0,0,0,True,False,13,0,0,0,0,0,True,True,13,2,0,0,0,0,True,False,Campie plata.,Câmpie plată.,13,2,2
216926,unknown_local_sample,Haina incheiata.,Haină încheiată.,Haina incheiata.,Haină încheiată.,Haina incheiata.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,3,0,0,0,0,True,False,16,0,0,0,0,0,True,True,16,3,0,0,0,0,True,False,Haina incheiata.,Haină încheiată.,16,2,3
326196,unknown_local_sample,Flota aeriana.,Flotă aeriană.,Flota aeriana.,Flotă aeriană.,Flota aeriana.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,2,0,0,0,0,True,False,14,0,0,0,0,0,True,True,14,2,0,0,0,0,True,False,Flota aeriana.,Flotă aeriană.,14,2,2
360769,unknown_local_sample,Simbolica egipteana.,Simbolica egipteană.,Simbolica egipteana.,Simbolica egipteană.,Simbolica egipteana.,True,False,length_outside_3_250_words,True,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,Simbolica egipteana.,Simbolica egipteană.,20,2,1
297838,unknown_local_sample,Gasi-te-ar ciorile!,Găsi-te-ar ciorile!,Gasi-te-ar ciorile!,Găsi-te-ar ciorile!,Gasi-te-ar ciorile!,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,1,0,0,0,0,True,False,Gasi-te-ar ciorile!,Găsi-te-ar ciorile!,19,2,1
373647,unknown_local_sample,Scaun papal.,Scaun papal.,Scaun papal.,Scaun papal.,Scaun papal.,True,False,length_outside_3_250_words,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,Scaun papal.,Scaun papal.,12,2,0
132578,unknown_local_sample,Elicoptere.,Elicoptere.,Elicoptere.,Elicoptere.,Elicoptere.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,Elicoptere.,Elicoptere.,11,1,0
312093,unknown_local_sample,Gest demonstrativ.,Gest demonstrativ.,Gest demonstrativ.,Gest demonstrativ.,Gest demonstrativ.,True,False,length_outside_3_250_words,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,Gest demonstrativ.,Gest demonstrativ.,18,2,0
244125,unknown_local_sample,Haulitul vijeliilor.,Hăulitul vijeliilor.,Haulitul vijeliilor.,Hăulitul vijeliilor.,Haulitul vijeliilor.,True,False,length_outside_3_250_words,True,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,20,0,0,0,0,0,True,True,20,1,0,0,0,0,True,False,Haulitul vijeliilor.,Hăulitul vijeliilor.,20,2,1
244219,unknown_local_sample,Medicament hemostatic.,Medicament hemostatic.,Medicament hemostatic.,Medicament hemostatic.,Medicament hemostatic.,True,False,length_outside_3_250_words,True,22,0,0,0,0,0,True,True,22,0,0,0,0,0,True,True,22,0,0,0,0,0,True,True,22,0,0,0,0,0,True,True,Medicament hemostatic.,Medicament hemostatic.,22,2,0
247823,unknown_local_sample,Geometrie infinitezimala.,Geometrie infinitezimală.,Geometrie infinitezimala.,Geometrie infinitezimală.,Geometrie infinitezimala.,True,False,length_outside_3_250_words,True,25,0,0,0,0,0,True,True,25,1,0,0,0,0,True,False,25,0,0,0,0,0,True,True,25,1,0,0,0,0,True,False,Geometrie infinitezimala.,Geometrie infinitezimală.,25,2,1
327959,unknown_local_sample,Substanta fumigena.,Substanță fumigenă.,Substanta fumigena.,Substanță fumigenă.,Substanta fumigena.,True,False,length_outside_3_250_words,True,19,0,0,0,0,0,True,True,19,3,0,0,0,0,True,False,19,0,0,0,0,0,True,True,19,3,0,0,0,0,True,False,Substanta fumigena.,Substanță fumigenă.,19,2,3
187343,unknown_local_sample,lei capitalizare.,lei capitalizare.,lei capitalizare.,lei capitalizare.,lei capitalizare.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,17,0,0,0,0,0,True,True,lei capitalizare.,lei capitalizare.,17,2,0
370673,unknown_local_sample,Piatra cioplita.,Piatră cioplită.,Piatra cioplita.,Piatră cioplită.,Piatra cioplita.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,2,0,0,0,0,True,False,16,0,0,0,0,0,True,True,16,2,0,0,0,0,True,False,Piatra cioplita.,Piatră cioplită.,16,2,2
284445,unknown_local_sample,Tesuturi atonice.,Țesuturi atonice.,Tesuturi atonice.,Țesuturi atonice.,Tesuturi atonice.,True,False,length_outside_3_250_words,True,17,0,0,0,0,0,True,True,17,1,0,0,0,0,True,False,17,0,0,0,0,0,True,True,17,1,0,0,0,0,True,False,Tesuturi atonice.,Țesuturi atonice.,17,2,1
143294,unknown_local_sample,Habar n-am.,Habar n-am.,Habar n-am.,Habar n-am.,Habar n-am.,True,False,length_outside_3_250_words,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,11,0,0,0,0,0,True,True,Habar n-am.,Habar n-am.,11,2,0
46810,unknown_local_sample,Te contrazic.,Te contrazic.,Te contrazic.,Te contrazic.,Te contrazic.,True,False,length_outside_3_250_words,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,13,0,0,0,0,0,True,True,Te contrazic.,Te contrazic.,13,2,0
190422,unknown_local_sample,Tratative secrete.,Tratative secrete.,Tratative secrete.,Tratative secrete.,Tratative secrete.,True,False,length_outside_3_250_words,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,18,0,0,0,0,0,True,True,Tratative secrete.,Tratative secrete.,18,2,0
37792,unknown_local_sample,Kaniet filma..,Kanieț filma..,Kaniet filma..,Kanieț filma..,Kaniet filma..,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,Kaniet filma..,Kanieț filma..,14,2,1
365190,unknown_local_sample,Statica constructiilor.,Statica construcțiilor.,Statica constructiilor.,Statica construcțiilor.,Statica constructiilor.,True,False,length_outside_3_250_words,True,23,0,0,0,0,0,True,True,23,1,0,0,0,0,True,False,23,0,0,0,0,0,True,True,23,1,0,0,0,0,True,False,Statica constructiilor.,Statica construcțiilor.,23,2,1
182981,unknown_local_sample,Uita-te-ncrucisat.,Uită-te-ncrucișat.,Uita-te-ncrucisat.,Uită-te-ncrucișat.,Uita-te-ncrucisat.,True,False,length_outside_3_250_words,True,18,0,0,0,0,0,True,True,18,2,0,0,0,0,True,False,18,0,0,0,0,0,True,True,18,2,0,0,0,0,True,False,Uita-te-ncrucisat.,Uită-te-ncrucișat.,18,1,2
384601,unknown_local_sample,Poporul roman.,Poporul român.,Poporul roman.,Poporul român.,Poporul roman.,True,False,length_outside_3_250_words,True,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,14,0,0,0,0,0,True,True,14,1,0,0,0,0,True,False,Poporul roman.,Poporul român.,14,2,1
248626,unknown_local_sample,Lume interlopa.,Lume interlopă.,Lume interlopa.,Lume interlopă.,Lume interlopa.,True,False,length_outside_3_250_words,True,15,0,0,0,0,0,True,True,15,1,0,0,0,0,True,False,15,0,0,0,0,0,True,True,15,1,0,0,0,0,True,False,Lume interlopa.,Lume interlopă.,15,2,1
189971,unknown_local_sample,Camera Lorzilor.,Camera Lorzilor.,Camera Lorzilor.,Camera Lorzilor.,Camera Lorzilor.,True,False,length_outside_3_250_words,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,16,0,0,0,0,0,True,True,Camera Lorzilor.,Camera Lorzilor.,16,2,0
255553,unknown_local_sample,Cearsafuri innadite.,Cearșafuri înnădite.,Cearsafuri innadite.,Cearșafuri înnădite.,Cearsafuri innadite.,True,False,length_outside_3_250_words,True,20,0,0,0,0,0,True,True,20,3,0,0,0,0,True,False,20,0,0,0,0,0,True,True,20,3,0,0,0,0,True,False,Cearsafuri innadite.,Cearșafuri înnădite.,20,2,3
318968,unknown_local_sample,Copil dotat.,Copil dotat.,Copil dotat.,Copil dotat.,Copil dotat.,True,False,length_outside_3_250_words,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,12,0,0,0,0,0,True,True,Copil dotat.,Copil dotat.,12,2,0
